idLycee;login;password;nom;prenom;naissance;note1;note2
61;descampsdaisy;x1nj#9Sx(0Bs;Remy;Thierry;2002;5.245;11.348
61;llegendre;4wV4kKmE+@ta;Morel;Virginie;2002;7.455;12.897
61;remygermain;(#7XS8eI61FD;Maillet;Anouk;2002;15.468;7.01
61;antoineceline;aXo%ij4M^5NG;Parent;Dominique;2002;4.209;9.688
61;lemonnierrene;A#7PWyZcF0q_;Aubert;Marc;2002;19.656;16.374
61;pineaumarcelle;lwfM1Qhute*1;Poirier;Inès;2002;8.331;13.352
61;kchauvet;)6inHggBp^M8;Riou;Adèle;2002;13.253;9.959
61;monique99;wP3BhfKo)R(o;Renault;Luce;2002;17.759;14.916
61;wpasquier;^xOWqmEt5JBj;Hamel;Lucy;2002;7.998;14.635
61;dperez;yg9DdtMqR$G4;Leveque;Adrien;2002;11.9;11.609
61;gmaurice;*+icNriUY24t;Philippe;Henri;2002;11.7;5.618
61;pboulay;8)K+mL7e%WNl;Bernier;Émile;2002;16.932;17.803
61;texierfrancoise;t$)FOdUq&X(6;Guillet;Frédérique;2003;16.86;16.073
61;agnesmercier;$flU!9ji2uZd;Rodrigues;Emmanuelle;2002;7.497;8.203
61;petitjeandaisy;(8tK$AXNNaRH;Gautier;Noël;2002;2.525;2.086
61;clucas;ok(bmT1yfK$9;Leconte;Margaux;2002;9.892;15.87
61;adrienne13;su#Wwcxp@9p_;Lacombe;Victor;2002;15.831;12.67
61;lsamson;XNO*7%SamuRw;Gauthier;Agathe;2003;10.817;17.013
61;susanjacob;by%8rVYj^h^8;Carre;Anne;2003;9.879;17.241
61;jean76;(8flODfO_RBt;Lefort;Danielle;2002;11.584;4.59
61;georgesdubois;BO1mwXRqf@x7;Colas;Frédéric;2002;8.694;18.894
61;timothee16;)kJ$HZ6c1p76;Pierre;Manon;2002;13.092;9.383
61;paulette56;@6NMhJEFk$LQ;Coulon;Michelle;2002;4.127;14.947
61;bourdonmarine;tf_lpvIudru7;Coste;Susanne;2002;8.089;14.004
61;rleclerc;F6NDm)gS6&78;Lefevre;Thierry;2002;13.197;12.627
61;caroline89;(AwILPdN)yD3;Morin;Gilbert;2002;19.444;2.82
61;zhubert;^5TsUjTB%)G0;Leclerc;Pierre;2002;10.863;8.494
61;cschneider;x@3$BHr1yvL$;Vasseur;Léon;2002;2.361;5.481
61;antoine03;U!X*4Mu1!87w;Regnier;Christelle;2002;18.998;11.189
61;roland19;hl+Lbo8ilA5O;Loiseau;Louise;2003;8.851;19.639
61;philippineferreira;n40%NK^lr#ik;Colin;Caroline;2002;3.727;15.743
61;colasanouk;+)*G4kx5uH7#;Laroche;Théophile;2002;8.716;9.52
61;patriciamarie;O4bGRaUd6Y$0;Verdier;Brigitte;2002;6.748;8.967
61;antoinette50;)saxF9e@*E4K;Julien;Margaud;2002;5.67;4.437
61;juliettejean;(i4(7ORqs_)R;Raymond;Marcel;2002;4.461;16.011
61;tpineau;7C&EAUBJ*+Kb;Rousset;Édith;2002;3.706;5.346
61;arnaude15;*gB*WdMfMNA9;Grondin;Thérèse;2002;2.11;9.04
61;jules13;aH5Qgnkxf!b!;Munoz;Alexandrie;2002;7.266;17.242
61;moniquerolland;p^%aR93nf@$3;Marin;Philippine;2002;3.154;3.928
61;gaillardemilie;x^2EnvR5u)5@;Maillard;Zacharie;2002;18.912;15.608
61;martine30;)8SihJJA2ugv;Guibert;Maryse;2002;6.92;17.565
61;laurencelebreton;u2^V2acp&TL@;Guillot;Noël;2002;4.621;12.573
61;eugenethomas;48*yqtDM_6*F;Rossi;Céline;2002;17.205;6.035
61;josette83;h$sUaWDb7J8@;Tanguy;Jacques;2002;9.712;17.844
61;marine27;y7jstHgi#+Y&;Caron;Pierre;2002;4.973;17.154
61;durandvalentine;s#UrY$HuIsE0;Bouvier;Alexandrie;2002;3.117;16.692
61;remy51;nAv&y6wt(6P$;Moreau;Claire;2004;8.558;19.283
61;marie04;WS%1Ra^f$+05;Diallo;Sophie;2002;4.845;8.344
61;martinbourgeois;^5NNOmg&(omh;Arnaud;Sylvie;2002;3.709;4.489
61;guyotmartin;XGcKw88bi$h7;Pruvost;Théophile;2002;5.848;6.091
61;yves57;^0XtsJ8ml*YS;Hoareau;Anouk;2002;10.727;15.283
61;poirierthibault;&1x3F7(Kd)Ot;Dupuy;Thibaut;2002;16.194;9.607
61;anastasie77;#Qz82Yeb_GG6;Ramos;Stéphane;2002;12.669;5.792
61;dos-santosnicolas;MS2AujTL*y$x;Dumont;Isabelle;2003;5.588;12.836
61;agatheleclerc;Ah__AwUtlv*9;Rocher;Pauline;2003;15.707;16.314
61;lefevrealix;3hs6Cr^r5+$x;Lemoine;Aimée;2003;5.711;8.588
61;leonmartinez;4YcHNRtg*335;Roussel;Christelle;2002;4.66;7.678
61;emile39;%RMPPGY%g6%(;Rocher;Antoinette;2002;2.661;9.7
61;ruizadrienne;_)9nHDperSPJ;Guillot;Martine;2002;9.335;4.938
61;bmartel;wrEfC3K&D@vA;Monnier;William;2002;16.257;9.627
